Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kim J., Bowlby R., Mungall A.J., Robertson A.G., Odze R.D., Cherniack A.D., Shih J., Pedamallu C.S., Cibulskis C., Dunford A., Meier S.R., Kim J., Raphael J., Wu H.-T., Wong A.M., Willis J.E., Bass A.J., Derks S., Garman K., McCall S.J., Wiznerowicz M., Pantazi A., Parfenov M., Thorsson V., Shmulevich I., Dhankani V., Miller M., Sakai K.L.R., Wang K., Schultz N., Shen R., Arora A., Weinhold N., Sánchez-Vega F., Kelsen D.P., Zhang J., Felau I., Demchok J., Rabkin C.S., Camargo M.C., Zenklusen J.C., Bowen J., Leraas K., Lichtenberg T.M., Curtis C., Seoane J.A., Ojesina A.I., Beer D.G., Gulley M.L., Pennathur A., Luketich J.D., Zhou Z., Weisenberger D.J., Akbani R., Lee J.-S., Liu W., Mills G.B., Zhang W., Reid B.J., Hinoue T., Laird P.W., Shen H., Piazuelo M.B., Schneider B.G., McLellan M., Taylor-Weiner A., Lawrence M., Cibulskis K., Stewart C., Getz G., Lander E., Gabriel S.B., DIng L., McLellan M.D., Miller C.A., Appelbaum E.L., Cordes M.G., Fronick C.C., Fulton L.A., Mardis E.R., Wilson R.K., Schmidt H.K., Fulton R.S., Ally A., Balasundaram M., Carlsen R., Chuah E., Dhalla N., Holt R.A., Jones S.J.M., Kasaian K., Brooks D., Li H.I., Ma Y., Marra M.A., Mayo M., Moore R.A., Mungall K.L., Schein J.E., Sipahimalani P., Tam A., Thiessen N., Wong T., Beroukhim R., Bullman S., Murray B.A., Saksena G., Schumacher S.E., Meyerson M., Hadjipanayis A., Kucherlapati R., Ren X., Park P.J., Lee S., Kucherlap M., Yang L., Baylin S.B., Hoadley K.A., Bootwalla M.S., Lai P.H., Den Berg D.J.V., Berrios M., Holbrook A., Hwang J.-E., Jang H.-J., Weinstein J.N., Lu Y., Sohn B.H., Seth S., Protopopov A., Bristow C.A., Mahadeshwar H.S., Tang J., Song X., Zhangw J., Cho J., Defrietas T., Frazer S., Gehlenborg N., Heiman D.I., Lawrence M.S., Lin P., Noble M.S., Voet D., Zhang H., Polak P., Chin L., Raphae B.J., Bernard B., Iype L., Reynolds S.M., Abeshouse A., Armenia J., Kundra R., Ladanyi M., Lehmann K.-V., Gao J., Sander C., Chakravarty D., Zhang H., Radenbaugh C.A., Hegde A., Penny R., Crain D., Gardner J., Curley E., Mallery D., Morris S., Paulauskis J., Shelton T., Shelton C., Frick J., Gastier-Foster J.M., Gerken M., Leraas K.M., Ramirez N.C., Wise L., Zmuda E., Tarvin K., Saller C., Park Y.S., Button M., Carvalho A.L., Reis R.M., Matsushita M.M., Lucchesi F., De Oliveira A.T., Le X., Paklina O., Setdikova G., Lee J.-H., Bennett J., Iacocca M., Huelsenbeck-DIll L., Potapova C.O., Voronina O., Liu O., Fulidou V., Sharp A., Behera M., Force S., Khuri F., Owonikoko T., Pickens A., Ramalingam S., Sica G., DInjens W., Nistelrooij A.V., Wijnhoven B., Sandusky G., Stepa S., Juhl H., Zornig H.C., Kwon S.Y., Kim G.H.K., Bartlett J., Parfitt J., Chetty R., Darling G., Knox J., Wong R., El-Zimaity H., Liu G., Boussioutas A., Park D.Y., Kemp R., Carlotti C.G., Da Cunha Tirapelli D.P., Saggioro F.P., Sankarankutty A.K., Noushmehr H., Dos Santos J.S., Trevisan F.A., Eschbacher J., Dubina M., Mozgovoy E., Carey F., Chalmers S., IanForgie D., Godwin A., Reilly C., Madan R., Naima Z., Ferrer-Torres D., Vinco M., Rathme W.K., Dhir R., Ajani J.A., Janjigian Y., Tang L., Cheong J.-H., Liu J., Lolla L., Naresh R., Pihl T., Sun Q., Wan Y., Wu Y., Demchok J.A., Ferguson M.L., MillsShaw K.R., Sheth M., Tarnuzzer R., Wang Z., Yang L., Hutter C.M., Sofia H.J., Zhang J., The Cancer Genome Atlas Research Network",57193775109;56087624200;7004571024;56597396300;7005890049;57191545739;56896759600;15760612900;57189243613;57147820100;57193744122;55555449400;55930142100;55751301700;57193750651;7402588632;35274337900;8604960400;6603638704;8358859300;6602377756;56872690400;55965145300;6602742809;7004922117;56429497800;57201865568;57193745163;7501396429;24766753800;8636749400;56533198600;57191545380;55542379900;18836096900;57204733268;57216583931;57193748023;57201469031;7102009535;57208766561;57077792300;57193751909;57193306115;7202261628;24777279100;14621887300;7103198346;7005189431;11839576400;7005255441;12240672300;57196961630;57195433027;35734455900;55723551900;35379638300;55163436500;7202316393;8064877200;7007131889;57199935121;6506196095;7402401948;57217838898;55377365100;56136274200;24467331700;57205193087;8634683800;16151582900;7202104113;36570198600;8727005300;35586118800;36129978900;56868360900;8221705800;57206704518;7003499321;56713341900;57215759908;35351030100;14526672200;8976677500;55682318500;35739900200;10340222700;7402085535;55732380600;57214907245;57205019663;23095183200;57198592425;55553154800;56155388900;56696653600;6603464538;35351155100;16647178800;57208170428;18234177300;56087571200;6507380004;39061040900;57205551965;38762229600;57211974896;35371816700;8592923800;7006287763;55227749900;7202425142;23389514500;57193751872;57208730527;7101927923;8888184300;57216304945;57202963771;57193747724;56896990800;54781412600;57216575473;48661300900;7201817430;8760329300;7005650817;55681425000;55971860900;12803212700;57195074302;55680990900;55202501100;57193746600;37033580800;57193749577;57208806584;57208464039;36128705200;55861159400;57191539857;36882694700;43861964100;57195311548;36238392900;7103000474;8848793700;55314581300;56636729200;57206147525;56943491500;55964730500;57191913305;7006141808;55541281100;55370612000;55146122100;54787362300;55685526000;57193742334;57191442533;24766771000;56522800300;57218833177;57218403050;6507282745;57214116915;7004220743;57199421398;55315771000;7102505336;8625688700;55702009000;24830707200;56942264200;16246846300;6506276755;55702235800;6701835086;55540144700;56363690800;7201882443;8203632800;57210853312;6506389065;35329673200;57201308551;6603393035;25422894200;57205283874;7404251719;6603110348;55681846800;7003328602;55701534600;56698011300;56708791600;56943053800;16174630600;57218790352;7007043446;57210201359;7003635745;56931920000;56397789500;7004610980;57193751244;6602448900;7003964012;56943415700;7006827648;57193745472;35167936500;7410122918;36063907600;57205637107;16189046400;7007146449;7202078898;7402127094;57207506726;55875098600;8745611400;57205289656;14832776100;57194555276;57207900755;57217654392;6504191282;57208521004;7201516815;56943168000;14065813800;6602132091;57193749924;7006356788;57193749906;57193743626;57213194619;57193752112;8884439600;57193748413;55969934800;8867126500;57193742718;56758565000;57194055589;24067116200;7402081035;7004933619;57193752218;56897272300;56896982900;57191098401;57205659052;55750810600;56697706100;55314806900;24766185200;57193749141;55314429000;6603920941;52464773100;56896410000;13309062600;6603766491;55702337400;,Integrated genomic characterization of oesophageal carcinoma,2017,Nature,518,10.1038/nature20805,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016278868&doi=10.1038%2fnature20805&partnerID=40&md5=b00793d197f9fe0760e9138fdb4488c2,Article,Final,0,Scopus,2-s2.0-85016278868
"Gu J., Li Y., Fan L., Zhao Q., Tan B., Hua K., Wu G.",57195148440;55888831700;8312516600;55743327900;35410917600;57195151233;57194550672;,Identification of aberrantly expressed long non-coding RNAs in stomach adenocarcinoma,2017,Oncotarget,37,10.18632/oncotarget.17329,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025807841&doi=10.18632%2foncotarget.17329&partnerID=40&md5=3263634efd7e2b27cf1262849b7fa578,Article,Final,1,Scopus,2-s2.0-85025807841
"Pan Z., Mao W., Bao Y., Zhang M., Su X., Xu X.",56389095000;36139202800;55540180800;57191499574;57191499099;56135301200;,The long noncoding RNA CASC9 regulates migration and invasion in esophageal cancer,2016,Cancer Medicine,58,10.1002/cam4.770,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991069513&doi=10.1002%2fcam4.770&partnerID=40&md5=e2f6eb03216190fc1d69b98ea4a4fa8a,Article,Final,1,Scopus,2-s2.0-84991069513
"Lai X., Wolkenhauer O., Vera J.",29767643900;6603822253;22954650700;,Understanding microRNA-mediated gene regulatory networks through mathematical modelling,2016,Nucleic Acids Research,66,10.1093/nar/gkw550,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982836627&doi=10.1093%2fnar%2fgkw550&partnerID=40&md5=60ec40f8eec0d363d84afe4f722079d9,Article,Final,1,Scopus,2-s2.0-84982836627
"Kamapantula B.K., Mayo M.L., Perkins E.J., Ghosh P.",55232399500;56846711500;7101903581;8942068000;,The Structural Role of Feed-Forward Loop Motif in Transcriptional Regulatory Networks,2016,Mobile Networks and Applications,2,10.1007/s11036-016-0708-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961642161&doi=10.1007%2fs11036-016-0708-6&partnerID=40&md5=7bf033abadd28fe3eb106e9f5cbfad30,Article,Final,0,Scopus,2-s2.0-84961642161
"Jiang W., Mitra R., Lin C.-C., Wang Q., Cheng F., Zhao Z.",56819409500;35330612300;35094126500;57188732177;36514277000;7404147874;,Systematic dissection of dysregulated transcription factor-miRNA feed-forward loops across tumor types,2016,Briefings in Bioinformatics,23,10.1093/bib/bbv107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030323389&doi=10.1093%2fbib%2fbbv107&partnerID=40&md5=7a8904e2ee42f17f56d3c80ba2c4fea0,Article,Final,1,Scopus,2-s2.0-85030323389
"Lagergren K., Ek W.E., Levine D., Chow W.-H., Bernstein L., Casson A.G., Risch H.A., Shaheen N.J., Bird N., Reid B.J., Corley D.A., Hardie L.J., Wu A.H., Fitzgerald R.C., Pharoah P., Caldas C., Romero Y., Vaughan T.L., Macgregor S., Whiteman D., Westberg L., Nyren O., Lagergren J.",54684384700;36100005400;57201602532;7402281015;55513990000;56526540900;57203072921;7005212160;57209188170;7202316393;7006039762;7004421708;13609501200;57203177024;7102929844;7006688992;6603795889;7103008911;56591946800;14024933500;57203230743;7005933245;7005124006;,Polymorphisms in genes of relevance for oestrogen and oxytocin pathways and risk of Barrett's oesophagus and oesophageal adenocarcinoma: A pooled analysis from the BEACON consortium,2015,PLoS ONE,5,10.1371/journal.pone.0138738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947795687&doi=10.1371%2fjournal.pone.0138738&partnerID=40&md5=50bd63c179f63c7f1a9e8cf698191fbc,Article,Final,1,Scopus,2-s2.0-84947795687
"Agarwal V., Bell G.W., Nam J.W., Bartel D.P.",25629508000;35326287700;55510353500;7006581498;,Predicting effective microRNA target sites in mammalian mRNAs,2015,eLife,2235,10.7554/eLife.05005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940502214&doi=10.7554%2feLife.05005&partnerID=40&md5=e515e3856f15b3bc16b8d77f108e9a63,Article,Final,1,Scopus,2-s2.0-84940502214
"Forbes S.A., Beare D., Gunasekaran P., Leung K., Bindal N., Boutselakis H., Ding M., Bamford S., Cole C., Ward S., Kok C.Y., Jia M., De T., Teague J.W., Stratton M.R., McDermott U., Campbell P.J.",7102524551;35236143300;35344692900;37665260800;35344670800;6507344214;56939801700;12038973700;7202468431;52264871400;23477430000;23766297200;57217344051;7004437563;7004406099;57212335795;35397659000;,COSMIC: Exploring the world's knowledge of somatic mutations in human cancer,2015,Nucleic Acids Research,1499,10.1093/nar/gku1075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946040120&doi=10.1093%2fnar%2fgku1075&partnerID=40&md5=ef272b33d56000292281919d4b1b4ae0,Article,Final,1,Scopus,2-s2.0-84946040120
"Ritchie M.E., Phipson B., Wu D., Hu Y., Law C.W., Shi W., Smyth G.K.",35337798000;35079432100;56669013600;35215059500;56079967100;56420990900;7102522582;,Limma powers differential expression analyses for RNA-sequencing and microarray studies,2015,Nucleic Acids Research,6545,10.1093/nar/gkv007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926507971&doi=10.1093%2fnar%2fgkv007&partnerID=40&md5=3adb1b68d543d62771bad62c67881960,Article,Final,1,Scopus,2-s2.0-84926507971
"Wang Y.-M., Gu M.-L., Ji F.",56532152500;56520504500;56320672900;,Succinate dehydrogenase-deficient gastrointestinal stromal tumors,2015,World Journal of Gastroenterology,20,10.3748/wjg.v21.i8.2303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923827409&doi=10.3748%2fwjg.v21.i8.2303&partnerID=40&md5=fdbf1cf78eadc820cb01c8f08d2f7410,Review,Final,1,Scopus,2-s2.0-84923827409
"Gutierrez-Arcelus M., Ongen H., Lappalainen T., Montgomery S.B., Buil A., Yurovsky A., Bryois J., Padioleau I., Romano L., Planchon A., Falconnet E., Bielser D., Gagnebin M., Giger T., Borel C., Letourneau A., Makrythanasis P., Guipponi M., Gehrig C., Antonarakis S.E., Dermitzakis E.T.",23995220200;6504390976;57206704371;57209550015;6602374099;37014078100;53876772700;55256269900;55765750600;55766441600;24604882700;56543418800;9745740900;23495986600;7101710930;24450451000;25635661200;6603864187;26642997500;36049009800;35354477100;,Tissue-Specific Effects of Genetic and Epigenetic Variation on Gene Regulation and Splicing,2015,PLoS Genetics,108,10.1371/journal.pgen.1004958,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923634571&doi=10.1371%2fjournal.pgen.1004958&partnerID=40&md5=bbf8f1c174a0dd26bf457dcc1521faeb,Article,Final,1,Scopus,2-s2.0-84923634571
"Tomczak K., Czerwińska P., Wiznerowicz M.",57190565056;57190567335;6602377756;,The Cancer Genome Atlas (TCGA): An immeasurable source of knowledge,2015,Wspolczesna Onkologia,334,10.5114/wo.2014.47136,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981294341&doi=10.5114%2fwo.2014.47136&partnerID=40&md5=4237d8d13baf8d26dee8531b3edfc687,Review,Final,1,Scopus,2-s2.0-84981294341
"Torre L.A., Bray F., Siegel R.L., Ferlay J., Lortet-Tieulent J., Jemal A.",56029262200;26427533000;12800609600;6602139179;57192408493;6701430028;,"Global cancer statistics, 2012",2015,CA Cancer Journal for Clinicians,18844,10.3322/caac.21262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924271853&doi=10.3322%2fcaac.21262&partnerID=40&md5=ee44d0cec2ecc7d575fa0e56c681919c,Article,Final,1,Scopus,2-s2.0-84924271853
"Yin J., Wang L., Tang W., Wang X., Lv L., Shao A., Shi Y., Ding G., Chen S., Gu H.",55630115900;57196330695;54790110700;55631208500;56270266700;55630296900;55311415200;54789553600;37101060900;55588777700;,RANK rs1805034 T>C polymorphism is associated with susceptibility of esophageal cancer in a Chinese population,2014,PLoS ONE,9,10.1371/journal.pone.0101705,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904252967&doi=10.1371%2fjournal.pone.0101705&partnerID=40&md5=d4d9671faa124e500e655784a156c9f0,Article,Final,1,Scopus,2-s2.0-84904252967
"Huan T., Wu X., Bai Z., Chen J.Y.",57200843092;55714959500;7202524299;55156580200;,Seed-weighted random walk ranking for cancer biomarker prioritisation: A case study in leukaemia,2014,International Journal of Data Mining and Bioinformatics,3,10.1504/IJDMB.2014.059064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893501519&doi=10.1504%2fIJDMB.2014.059064&partnerID=40&md5=19cdaf95d06e7f06ae70bc4cca37c7ca,Article,Final,0,Scopus,2-s2.0-84893501519
"Li Y., Qiu C., Tu J., Geng B., Yang J., Jiang T., Cui Q.",57192523671;7102193862;55990728800;8076253500;8580085300;55660729800;15021697200;,HMDD v2.0: A database for experimentally supported human microRNA and disease associations,2014,Nucleic Acids Research,403,10.1093/nar/gkt1023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891781832&doi=10.1093%2fnar%2fgkt1023&partnerID=40&md5=9681457a862191e6d8b42082612a9edb,Article,Final,1,Scopus,2-s2.0-84891781832
"Pennathur A., Gibson M.K., Jobe B.A., Luketich J.D.",11839576400;7202145841;6603814173;7005255441;,Oesophageal carcinoma,2013,The Lancet,1253,10.1016/S0140-6736(12)60643-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873197641&doi=10.1016%2fS0140-6736%2812%2960643-6&partnerID=40&md5=2db2ae41d4d366a204b19569defc62a8,Conference Paper,Final,0,Scopus,2-s2.0-84873197641
Terada T.,55048715500;,"Primary esophageal small cell carcinoma with brain metastasis and with CD56, KIT, and PDGFRA expressions",2012,Pathology and Oncology Research,14,10.1007/s12253-011-9374-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868489264&doi=10.1007%2fs12253-011-9374-y&partnerID=40&md5=17e14ae130287ba7a0dc2101e40aba0d,Letter,Final,0,Scopus,2-s2.0-84868489264
"Yan Z., Shah P.K., Amin S.B., Samur M.K., Huang N., Wang X., Misra V., Ji H., Gabuzda D., Li C.",55597392300;7403285072;35106742700;54385926500;55240394700;37666288400;14626586300;8554962200;7006349658;36537305600;,Integrative analysis of gene and miRNA expression profiles with transcription factor-miRNA feed-forward loops identifies regulators in human cancers,2012,Nucleic Acids Research,52,10.1093/nar/gks395,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866929613&doi=10.1093%2fnar%2fgks395&partnerID=40&md5=057c4501041a37d0b96255e71b886a18,Article,Final,1,Scopus,2-s2.0-84866929613
"Bovolenta L.A., Acencio M.L., Lemke N.",55337604100;23027062000;7003540826;,HTRIdb: an open-access database for experimentally verified human transcriptional regulation interactions,2012,BMC Genomics,135,10.1186/1471-2164-13-405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865049521&doi=10.1186%2f1471-2164-13-405&partnerID=40&md5=88e33eeea4f748ce14861c1ea990ec0c,Article,Final,1,Scopus,2-s2.0-84865049521
"Ye H., Liu X., Lv M., Wu Y., Kuang S., Gong J., Yuan P., Zhong Z., Li Q., Jia H., Sun J., Chen Z., Guo A.-Y.",35236017800;57191041499;36054611800;55273845700;55273598900;56398834700;57202467510;7402336554;23501921900;56331253700;7410371949;35261444300;35749884500;,MicroRNA and transcription factor co-regulatory network analysis reveals miR-19 inhibits CYLD in T-cell acute lymphoblastic leukemia,2012,Nucleic Acids Research,91,10.1093/nar/gks175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863227351&doi=10.1093%2fnar%2fgks175&partnerID=40&md5=5c007b10a99e6963b3bcedf4fc9f42be,Article,Final,1,Scopus,2-s2.0-84863227351
"Sun J., Gong X., Purow B., Zhao Z.",55635964100;36772544000;6508182475;7404147874;,Uncovering microRNA and transcription factor mediated regulatory networks in Glioblastoma,2012,PLoS Computational Biology,96,10.1371/journal.pcbi.1002488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864592682&doi=10.1371%2fjournal.pcbi.1002488&partnerID=40&md5=6893f0917f82788991593b4fae945e3d,Article,Final,1,Scopus,2-s2.0-84864592682
"Chen X., Liu M.-X., Yan G.-Y.",57191252607;55658697200;7202089799;,RWRMDA: Predicting novel human microRNA-disease associations,2012,Molecular BioSystems,225,10.1039/c2mb25180a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865786695&doi=10.1039%2fc2mb25180a&partnerID=40&md5=5891a5c55a139349c4b566913c16fac8,Article,Final,0,Scopus,2-s2.0-84865786695
"Guo A.-Y., Sun J., Jia P., Zhao Z.",35749884500;55635964100;14030192100;7404147874;,A Novel microRNA and transcription factor mediated regulatory network in schizophrenia,2010,BMC Systems Biology,120,10.1186/1752-0509-4-10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949426688&doi=10.1186%2f1752-0509-4-10&partnerID=40&md5=d7994c4ceb4fb8983ae05a990f90bf27,Article,Final,1,Scopus,2-s2.0-77949426688
"Ruepp A., Kowarsch A., Schmidl D., Buggenthin F., Brauner B., Dunger I., Fobo G., Frishman G., Montrone C., Theis F.J.",6602226520;35590195700;26642198500;35589534500;8606960400;35344845900;35345001200;8606960600;8606960700;6701364934;,PhenomiR: A knowledgebase for microRNA expression in diseases and biological processes,2010,Genome Biology,182,10.1186/gb-2010-11-1-r6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77349120755&doi=10.1186%2fgb-2010-11-1-r6&partnerID=40&md5=34b1291f1550c030290b042cda665490,Article,Final,1,Scopus,2-s2.0-77349120755
"Wang J., Lu M., Qiu C., Cui Q.",55742794500;56431769000;7102193862;15021697200;,TransmiR: A transcription factor microRNA regulation database,2009,Nucleic Acids Research,289,10.1093/nar/gkp803,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75549092303&doi=10.1093%2fnar%2fgkp803&partnerID=40&md5=fc9c16bb32d1982c305e179ef1218bc3,Article,Final,1,Scopus,2-s2.0-75549092303
"Jiang Q., Wang Y., Hao Y., Juan L., Teng M., Zhang X., Li M., Wang G., Liu Y.",8657529200;55978208400;55759539100;25932198200;25932418100;57203326560;7405265953;7407147956;36025453100;,miR2Disease: A manually curated database for microRNA deregulation in human disease,2009,Nucleic Acids Research,883,10.1093/nar/gkn714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149179989&doi=10.1093%2fnar%2fgkn714&partnerID=40&md5=9db9448086760d0fccb3f8d723c3f52a,Article,Final,1,Scopus,2-s2.0-58149179989
